Sr No,company_name,job_title,min_experience,avg_salary,min_salary,max_salary,num_of_salaries
0,TCS,Data Scientist,2,7.80,4.5,16,841
1,Accenture,Data Scientist,2,12.80,5.8,23,501
2,IBM,Data Scientist,2,13.40,5.3,25,394
3,Cognizant,Data Scientist,2,9.80,5,18,318
4,Capgemini,Data Scientist,2,8.60,4.8,14.6,300
5,Infosys,Data Scientist,2,9.30,4.5,24,228
6,Wipro,Data Scientist,2,9.70,4.5,18.2,225
7,Tech Mahindra,Data Scientist,2,7.60,4.1,15.4,218
8,Fractal Analytics,Data Scientist,2,15.90,10,23,166
9,Deloitte,Data Scientist,2,14.20,7,25,163
10,Ericsson,Data Scientist,3,14.60,6,26.9,152
11,HCL Technologies,Data Scientist,2,9.80,4.5,20.3,152
12,Amazon,Data Scientist,2,28.10,9.5,50,140
13,UnitedHealth,Data Scientist,2,14.80,8.3,21.5,120
14,Mu Sigma,Data Scientist,1,7.40,5,12,116
15,Ab Inbev,Data Scientist,2,20.60,15,26.2,116
16,L&T Infotech,Data Scientist,2,11.60,6.5,20.9,102
17,Tiger Analytics,Data Scientist,2,14.80,9,20,102
18,Optum,Data Scientist,2,16.60,11,22.5,101
19,Ernst & Young,Data Scientist,2,12.40,6.7,20,96
20,Mindtree,Data Scientist,2,10.60,4.8,18.7,94
21,Walmart,Data Scientist,2,28.30,17.8,41,85
22,DXC Technology,Data Scientist,2,10.00,4.4,15.5,83
23,Microsoft Corporation,Data Scientist,1,32.10,13,60,81
24,Genpact,Data Scientist,2,12.20,5.5,20,74
25,Hewlett-Packard Enterprise,Data Scientist,2,16.60,7.1,26.5,70
26,Ford Motor,Data Scientist,2,14.40,10,20,64
27,Reliance jio,Data Scientist,1,15.60,5.6,30,61
28,Verizon,Data Scientist,3,14.20,9.9,21.8,58
29,IQVIA,Data Scientist,2,11.40,6.9,22,58
30,Shell,Data Scientist,3,20.90,13.5,27,57
31,PayPal,Data Scientist,3,27.70,15,45,57
32,JP Morgan Chase,Data Scientist,2,20.50,12,31,56
33,EXL Service,Data Scientist,1,14.00,7.6,21,55
34,American Express,Data Scientist,2,17.70,10.8,26,48
35,Vodafone Idea,Data Scientist,2,13.40,6,20,45
36,HDFC Bank,Data Scientist,0,15.30,9,22.2,44
37,Great Learning,Data Scientist,0,9.30,7,13.8,44
38,Reliance Industries,Data Scientist,1,10.40,6,21,42
39,ZS,Data Scientist,1,16.90,10,25,42
40,Oracle,Data Scientist,2,16.30,6.5,39,42
41,Novartis Healthcare,Data Scientist,2,21.90,9,36,41
42,TheMathCompany,Data Scientist,2,10.50,6,16,41
43,PwC,Data Scientist,2,12.60,7.5,20,41
44,SAP,Data Scientist,2,17.40,11,26,40
45,Legato Health Technologies,Data Scientist,1,14.30,9,21,39
46,Impact Analytics,Data Scientist,0,9.00,7,13,38
47,Innominds Software,Data Scientist,1,10.70,6.5,15.2,37
48,Flipkart,Data Scientist,0,23.20,14.7,42,37
49,Innodatatics,Data Scientist,0,4.50,2,7,37
50,KPMG,Data Scientist,2,14.10,9,20,36
51,NTT DATA,Data Scientist,2,7.70,5,17.2,36
52,HSBC,Data Scientist,2,14.10,8.5,23.9,36
53,Societe Generale,Data Scientist,1,18.20,7.4,26,35
54,Mphasis,Data Scientist,2,8.90,5.2,15,35
55,Mercedes-Benz Research & Development India,Data Scientist,2,14.10,8.2,21,34
56,BEPEC Solutions,Data Scientist,1,4.90,3,7,34
57,Brillio,Data Scientist,1,16.00,9,24,33
58,ABC,Data Scientist,2,19.20,6.5,35,32
59,WNS,Data Scientist,1,11.40,7.2,17,32
60,Hexaware Technologies,Data Scientist,0,9.70,4.5,19,32
61,International School of Engineering,Data Scientist,1,10.50,5.4,16.3,31
62,Wells Fargo India,Data Scientist,2,15.40,5.5,31.2,31
63,Kyndryl,Data Scientist,3,14.10,6,30,31
64,eClerx,Data Scientist,2,9.30,6,16.7,30
65,DBS Bank,Data Scientist,2,14.30,9,23.7,30
66,Cyient,Data Scientist,2,10.40,5,18.5,30
67,Nagarro,Data Scientist,1,12.10,7,18,29
68,Freelancer.com,Data Scientist,1,7.10,3,15,29
69,Cisco Systems,Data Scientist,2,19.00,12,32.5,28
70,Bajaj Finserv,Data Scientist,1,11.90,7.5,19.4,28
71,Dell,Data Scientist,1,17.00,8,27,27
72,Dunnhumby,Data Scientist,1,12.90,8.5,18,26
73,Honeywell Technology Solutions,Data Scientist,2,15.10,8.5,23.4,26
74,Bristlecone,Data Scientist,1,9.00,6.6,11.5,26
75,Sigmoid Analytics,Data Scientist,0,14.90,11,20,26
76,Applied Materials,Data Scientist,2,14.20,7,22,26
77,Citicorp,Data Scientist,2,19.20,14,23.5,26
78,Siemens,Data Scientist,2,13.50,7.8,24,26
79,MasterCard,Data Scientist,2,19.60,12.1,25.3,26
80,Bosch Global Software Technologies,Data Scientist,2,11.90,7,16.6,25
81,Wolters Kluwer,Data Scientist,0,12.50,9.9,17.6,25
82,Birlasoft,Data Scientist,2,8.00,4,12.7,25
83,Atos,Data Scientist,2,13.00,5,28,25
84,Info Edge,Data Scientist,0,16.90,12,24,25
85,VMware Software,Data Scientist,4,23.60,11.5,32.1,25
86,Course5,Data Scientist,1,8.10,4,12.7,25
87,Bridgei2i Analytics Solutions,Data Scientist,2,9.40,6,14.4,24
88,Larsen & Toubro Limited,Data Scientist,1,9.40,4.5,23,24
89,iNeuron.ai,Data Scientist,0,5.10,3,8,24
90,Tredence,Data Scientist,2,14.40,8,19,23
91,Enquero,Data Scientist,0,11.50,5,16.2,23
92,R Systems International,Data Scientist,2,16.20,7.5,24.4,23
93,UST,Data Scientist,3,9.80,6.5,15,23
94,Cgi Group,Data Scientist,2,8.20,4.2,14,23
95,Bank of America,Data Scientist,2,22.80,13.2,30.3,23
96,Axis Bank,Data Scientist,1,11.70,7.9,18,23
97,Ganit Business Solutions,Data Scientist,3,12.60,8.5,16,23
98,Virtusa Consulting Services,Data Scientist,1,9.70,4.8,15.6,22
99,ITC Infotech India,Data Scientist,2,10.90,4.1,20.5,22
100,Gramener,Data Scientist,1,9.80,7.5,14,22
101,Subex,Data Scientist,1,10.80,8.2,13.7,22
102,Xoriant,Data Scientist,2,10.40,5.3,17.6,22
103,Caterpillar Inc,Data Scientist,2,12.80,7.7,18,21
104,ICICI Bank,Data Scientist,0,11.90,5,20,21
105,Freelance Consultants,Data Scientist,1,10.20,3.2,24,21
106,Sutherland Global Services,Data Scientist,1,8.50,5.1,12.3,21
107,Prodapt Solutions,Data Scientist,1,6.90,3.3,16,21
108,Rubixe,Data Scientist,0,4.70,2.4,9,21
109,NDS InfoServ,Data Scientist,0,9.10,5,12,20
110,Zensar Technologies,Data Scientist,1,8.20,4.2,15.5,20
111,Fidelity National Information Services,Data Scientist,3,10.90,7.3,18.6,20
112,KPIT Technologies,Data Scientist,1,7.70,4.5,15,20
113,Citibank,Data Scientist,2,17.30,10,24.2,20
114,ValueLabs,Data Scientist,2,14.60,7,22.5,20
115,ABB Group,Data Scientist,2,13.00,8.3,19,20
116,L&T Financial Services,Data Scientist,1,9.30,8.2,12.5,20
117,Value c Consulting India,Data Scientist,2,5.20,4.2,6,20
118,Lumiq.ai,Data Scientist,0,8.30,6,13,20
119,Flip Robo Technologies,Data Scientist,1,4.70,3,7.9,20
120,Philips,Data Scientist,3,17.90,11.2,30,19
121,Nokia,Data Scientist,2,13.00,6.2,24,19
122,Confidential,Data Scientist,1,8.50,4.1,18.5,19
123,Tata Technologies,Data Scientist,0,6.60,4.8,9.2,19
124,Nielsen,Data Scientist,1,7.00,6,10,19
125,Kantar,Data Scientist,3,11.50,6.4,18,19
126,Persistent Systems,Data Scientist,2,10.50,5.8,17,19
127,Exl India,Data Scientist,1,14.00,10,18,19
128,Blue Yonder,Data Scientist,3,20.60,15.1,26,19
129,Brane Enterprises,Data Scientist,1,14.00,8,22.5,19
130,Micron Technology,Data Scientist,0,16.40,11.4,25,19
131,Indegene,Data Scientist,0,9.60,8,14.5,18
132,CARS24.com,Data Scientist,1,20.30,14.5,24,18
133,GlobalLogic,Data Scientist,2,14.60,4,26,18
134,Maersk,Data Scientist,4,20.90,14,31,18
135,Barclays,Data Scientist,2,18.20,13.6,25,18
136,Indium Software,Data Scientist,1,7.90,5,12,18
137,Celebal Technologies,Data Scientist,0,8.60,5.7,13,18
138,Affine Analytics,Data Scientist,1,9.70,6.3,18,18
139,Fidelity Investment,Data Scientist,3,23.40,13.8,36,18
140,Jio Platforms,Data Scientist,2,13.90,7,23,18
141,Happiest Minds Technologies,Data Scientist,1,8.70,5.2,14,17
142,Adobe,Data Scientist,3,29.40,20,44,17
143,CitiusTech,Data Scientist,2,10.40,5.8,17.5,17
144,Scienaptic Systems,Data Scientist,0,14.60,8,19,17
145,Boeing,Data Scientist,1,19.40,13.5,35,17
146,Citigroup,Data Scientist,1,18.40,13.5,27.5,17
147,Marlabs,Data Scientist,0,9.30,5.5,20.6,16
148,TransOrg Analytics,Data Scientist,1,9.40,7,13.5,16
149,T-Systems,Data Scientist,3,14.10,7.8,24,16
150,Sopra Steria,Data Scientist,3,12.10,8,19.7,16
151,Apexon,Data Scientist,2,7.50,4.9,10.8,16
152,Embibe,Data Scientist,0,16.60,12,21,16
153,Quest Global,Data Scientist,2,6.70,4.8,8.5,16
154,Harman Connected Services,Data Scientist,3,13.60,7,26.5,16
155,Exxon Mobil,Data Scientist,2,23.20,14,30.1,16
156,Ugam Solution,Data Scientist,0,9.80,5,15,16
157,L&T Technology Services,Data Scientist,1,8.70,4.3,18,16
158,Credit Suisse,Data Scientist,2,17.40,11,26,16
159,Iris Software,Data Scientist,5,18.50,11.5,25.8,16
160,Delhivery,Data Scientist,1,15.60,10,20.8,16
161,Abzooba India Infotech,Data Scientist,1,15.00,8.5,20.1,16
162,Sonata Software,Data Scientist,1,8.10,4.8,12,15
163,Incedo,Data Scientist,1,12.20,7,20,15
164,Go-Jek,Data Scientist,3,30.50,16.5,44,15
165,GE,Data Scientist,2,14.30,8.4,24,15
166,Fiserv,Data Scientist,3,12.10,8,17,15
167,UBS,Data Scientist,2,15.20,10.2,22,15
168,Quantiphi Analytics Solutions,Data Scientist,0,9.80,7,16,15
169,Amdocs,Data Scientist,2,8.50,6,12,15
170,Apple,Data Scientist,2,33.60,8.2,74.5,15
171,Oyo Rooms,Data Scientist,0,14.70,10,20.5,14
172,iOPEX Technologies,Data Scientist,1,7.90,3.5,12,14
173,Yash Technologies,Data Scientist,2,11.20,7.5,16,14
174,Franklin Templeton Investments,Data Scientist,3,27.70,15,45,14
175,N+A,Data Scientist,0,8.60,2.4,15,14
176,ICICI Lombard General Insurance Company,Data Scientist,0,12.10,7.4,15.4,14
177,Reserve Bank Information Technology,Data Scientist,2,15.90,8,23.5,14
178,o9 Solutions,Data Scientist,1,13.80,11,17.5,14
179,HTC Global Services,Data Scientist,1,6.40,3.6,10,13
180,Accolite Digital,Data Scientist,0,14.50,6,19.5,13
181,Wipro Digital,Data Scientist,1,11.10,7,17.5,13
182,CSS Corp,Data Scientist,0,10.20,7,14.5,13
183,Morgan Stanley,Data Scientist,2,18.10,10.5,23.6,13
184,Zee Entertainment Enterprises,Data Scientist,1,16.70,13.2,23,13
185,Ola Cabs,Data Scientist,1,21.90,13,30,13
186,NatWest Markets,Data Scientist,1,16.00,11,26,13
187,Myntra,Data Scientist,2,16.90,8.3,33,13
188,TCS,Business Analyst,2,6.90,3,12,4200
189,Accenture,Business Analyst,1,7.00,2.7,14.7,1900
190,Genpact,Business Analyst,1,6.40,4.5,9,1700
191,Wipro,Business Analyst,2,8.60,4.2,15.5,1200
192,Cognizant,Business Analyst,1,8.60,4.5,14,1100
193,Deloitte,Business Analyst,1,7.80,5,12,991
194,HCL Technologies,Business Analyst,1,6.60,2.3,14.2,714
195,Evalueserve,Business Analyst,1,6.50,4.7,8.5,693
196,Infosys,Business Analyst,1,8.90,4.4,16.5,692
197,IBM,Business Analyst,2,8.30,4,16,662
198,DXC Technology,Business Analyst,2,7.70,4.1,13,580
199,Tech Mahindra,Business Analyst,2,7.60,3.8,15,575
200,American Express,Business Analyst,1,8.30,3,19,539
201,Capgemini,Business Analyst,2,9.10,4.3,15,531
202,Societe Generale,Business Analyst,3,13.50,7.6,21,514
203,EXL Service,Business Analyst,0,6.20,4.5,8.5,476
204,Amazon,Business Analyst,2,11.30,4.8,20,445
205,HSBC,Business Analyst,2,12.10,5,21,382
206,ICICI Bank,Business Analyst,1,6.70,4,12.6,326
207,JP Morgan Chase,Business Analyst,2,12.40,5.7,21.7,323
208,Zomato,Business Analyst,1,10.70,8.3,12,274
209,L&T Infotech,Business Analyst,2,9.70,4.5,16.6,271
210,Shell,Business Analyst,4,19.50,12,30,258
211,Barclays,Business Analyst,2,12.30,5.5,19.4,255
212,Cgi Group,Business Analyst,2,6.90,4.7,11,252
213,Oracle,Business Analyst,1,5.50,3.4,10,243
214,Amdocs,Business Analyst,4,12.10,6.8,20,236
215,Conduent,Business Analyst,2,6.10,4,9.4,225
216,Fidelity National Information Services,Business Analyst,3,10.80,5.8,18,214
217,HDFC Bank,Business Analyst,2,7.90,4.1,12,208
218,Novo Nordisk,Business Analyst,4,11.50,8,15.2,207
219,Axis Bank,Business Analyst,1,9.70,4.2,15,199
220,Ernst & Young,Business Analyst,1,8.80,4,20,198
221,Credit Suisse,Business Analyst,2,15.20,10,23,179
222,Hewlett-Packard Enterprise,Business Analyst,2,6.70,3.6,11.5,175
223,CG Foods,Business Analyst,0,4.80,2,10,175
224,Quantiphi Analytics Solutions,Business Analyst,0,8.90,6.5,13,167
225,NetCracker,Business Analyst,5,18.70,12,28,159
226,Oyo Rooms,Business Analyst,0,10.20,6,14,153
227,VMware Software,Business Analyst,3,9.80,6,15,153
228,Mphasis,Business Analyst,1,10.00,3.5,19,151
229,Exl India,Business Analyst,0,6.30,4.5,8.6,147
230,Mindtree,Business Analyst,2,9.50,5.5,15,144
231,Newgen Software Technologies,Business Analyst,2,9.30,7,11.5,138
232,NTT DATA,Business Analyst,2,7.30,4.5,14,133
233,Hexaware Technologies,Business Analyst,2,10.00,4.2,16.8,131
234,Temenos,Business Analyst,2,8.80,5.6,12.2,128
235,Wells Fargo India,Business Analyst,3,12.00,6.2,20.8,128
236,Barclays Shared Services,Business Analyst,1,8.30,3.8,14.2,127
237,Bridgei2i Analytics Solutions,Business Analyst,0,6.00,5,8,124
238,Tata Technologies,Business Analyst,3,6.40,4.3,8.9,119
239,Standard Chartered Bank,Business Analyst,2,12.00,6,20,117
240,Mu Sigma,Business Analyst,1,6.90,5.5,9,116
241,Virtusa Consulting Services,Business Analyst,2,10.60,5,18.5,111
242,Allianz Technology,Business Analyst,3,8.20,5.1,12,110
243,Kotak Mahindra Bank,Business Analyst,1,7.50,3,15.5,106
244,Citicorp,Business Analyst,2,15.60,7.8,21.3,106
245,BNP Paribas,Business Analyst,3,10.70,6.7,16.3,105
246,UST,Business Analyst,3,11.10,5.5,17.5,103
247,Flipkart,Business Analyst,1,12.30,4.7,18.9,103
248,Barclays Global Service Centre,Business Analyst,1,11.70,4.5,21.6,102
249,BNY Mellon,Business Analyst,3,8.50,4.5,17.5,101
250,Optum,Business Analyst,2,8.60,4.8,17.1,100
251,Ola Cabs,Business Analyst,0,11.30,7.7,15,99
252,UBS,Business Analyst,2,14.50,7.5,23.5,97
253,Odessa,Business Analyst,1,11.00,8.4,13,96
254,bnp paribas india solutions,Business Analyst,3,10.20,6.5,15,96
255,UnitedHealth,Business Analyst,2,8.30,5,13,95
256,HCL Technologies BPO Services,Business Analyst,1,2.30,1.6,4,95
257,Ramco Systems,Business Analyst,1,7.60,4.5,10.5,94
258,Tredence,Business Analyst,0,6.90,6.1,8.5,92
259,Novartis Healthcare,Business Analyst,1,10.00,7,14.2,92
260,Atos Syntel,Business Analyst,2,7.60,4,13,92
261,Cisco Systems,Business Analyst,2,12.50,6,20.5,90
262,ITC Infotech India,Business Analyst,1,7.80,4.5,14,90
263,Deutsche Bank,Business Analyst,2,9.10,3.3,19,89
264,Dell,Business Analyst,2,7.00,4.6,10.2,89
265,Paytm,Business Analyst,1,7.70,3.9,15,89
266,3i Infotech,Business Analyst,1,6.10,3.9,8.8,88
267,KPMG,Business Analyst,1,8.20,3.6,16,87
268,Fiserv,Business Analyst,3,11.60,7,20,86
269,Zensar Technologies,Business Analyst,2,6.70,4.1,14.5,85
270,Legato Health Technologies,Business Analyst,3,8.00,5,14,85
271,Swiggy,Business Analyst,1,13.20,8,16.5,85
272,GEP Worldwide,Business Analyst,0,6.40,5,8.5,84
273,Intellect Design Arena,Business Analyst,2,11.20,5.8,16.7,83
274,Standard Chartered Global Business Services,Business Analyst,2,12.70,5.6,23.2,81
275,ZS,Business Analyst,1,9.60,7,12.8,80
276,Concentrix Corporation,Business Analyst,1,5.40,2.8,12,80
277,Reliance jio,Business Analyst,1,6.80,3.6,15,79
278,NatWest Group,Business Analyst,2,9.50,3.5,18.8,79
279,IQVIA,Business Analyst,1,8.30,4.5,16.7,78
280,PwC,Business Analyst,1,9.90,4.5,17.5,77
281,ValueMomentum,Business Analyst,1,6.10,3.8,9.5,75
282,ADP Solutions,Business Analyst,3,8.20,5.3,15.1,74
283,Provana,Business Analyst,1,4.80,3.5,6.5,73
284,ANR Software,Business Analyst,1,4.50,3.1,7,71
285,WNS,Business Analyst,1,6.80,3.8,12,69
286,Oracle Financial Services Software,Business Analyst,3,10.20,5.6,16.5,69
287,RevGurus Info India,Business Analyst,0,8.30,5.8,11,68
288,Sapiens,Business Analyst,2,12.50,8,16.7,67
289,Etech Global Services,Business Analyst,1,6.40,4.4,8.4,67
290,Citibank,Business Analyst,2,16.70,8,24.3,66
291,Coforge,Business Analyst,5,16.10,8.3,24,66
292,ABC,Business Analyst,3,13.60,5.2,25,63
293,Merkle Sokrati,Business Analyst,0,4.50,4.2,5,61
294,First Source,Business Analyst,1,4.40,2.7,7,60
295,Meesho,Business Analyst,0,14.00,8.5,18,60
296,Ebix Software India,Business Analyst,2,7.00,4.5,11.5,60
297,Indus Valley Partners,Business Analyst,1,17.00,14,20,60
298,Schlumberger,Business Analyst,3,14.50,9,21,59
299,Capita,Business Analyst,1,5.90,2.3,13,58
300,CRMnext,Business Analyst,1,6.60,5,8,58
301,NeoSoft Technologies,Business Analyst,1,6.90,3.1,10,57
302,NSE.IT,Business Analyst,1,6.80,3.5,12.5,56
303,Nokia,Business Analyst,2,9.30,5.5,16.6,56
304,Capco Technologies,Business Analyst,3,13.90,6,22,56
305,eClerx,Business Analyst,1,3.70,2.3,9.3,55
306,Affine Analytics,Business Analyst,0,6.80,6,8.3,55
307,Exela Technologies,Business Analyst,3,8.30,5.1,12,54
308,Analytics Quotient,Business Analyst,1,5.30,4,6.8,53
309,NIIT Technologies,Business Analyst,3,11.10,7,17.8,53
310,QualityKiosk Technologies,Business Analyst,2,7.70,3.6,13,53
311,Fidelity Investment,Business Analyst,2,9.90,6.8,16,53
312,Altisource,Business Analyst,2,5.50,3.3,9,52
313,Polestar Solutions & Services India,Business Analyst,0,6.10,4.2,8.8,52
314,Veeraraghavan & Company,Business Analyst,0,1.70,1.2,2.3,52
315,Verizon,Business Analyst,3,10.50,6.3,16.3,51
316,BYJU'S,Business Analyst,1,7.70,4,13,51
317,Bank of America,Business Analyst,3,14.10,8.1,21.5,51
318,Better.com,Business Analyst,1,7.80,6,11.2,51
319,KJ System,Business Analyst,1,2.90,2.4,3.6,50
320,ValueLabs,Business Analyst,4,11.30,6.1,18.5,50
321,Xyz Company,Business Analyst,3,12.30,4.4,23,50
322,IndusInd Bank,Business Analyst,2,8.00,4,14.3,49
323,Vinculum Solutions,Business Analyst,1,8.80,6,13,49
324,Confidential,Business Analyst,1,8.30,4.2,16,49
325,Infosys BPM,Business Analyst,0,6.00,2.5,13,49
326,General Mills,Business Analyst,2,9.70,7,12,48
327,Yash Technologies,Business Analyst,4,8.90,6.1,12.3,48
328,Shipco Transport,Business Analyst,1,3.40,2.1,5,48
329,Aon,Business Analyst,2,5.40,3.5,9.6,48
330,Persistent Systems,Business Analyst,4,12.50,8.5,18.4,48
331,Unisys,Business Analyst,2,7.70,4,12,48
332,Azentio,Business Analyst,0,7.10,4.3,11,47
333,Synechron,Business Analyst,4,16.40,9.9,22,46
334,Ford Motor,Business Analyst,2,8.10,2.9,14,46
335,Birlasoft,Business Analyst,2,8.50,4.5,15,45
336,Cybage,Business Analyst,5,14.60,10.1,20,45
337,Lentra AI,Business Analyst,1,6.80,4.1,11,45
338,N+A,Business Analyst,1,6.30,2.5,11,44
339,IVY Comptech,Business Analyst,4,14.60,8.5,20,44
340,S&P Global,Business Analyst,3,11.10,7.5,17,44
341,Gartner,Business Analyst,1,14.20,10,19,44
342,Acidaes Solutions,Business Analyst,2,7.00,5,10,43
343,Udaan,Business Analyst,1,11.60,4.8,18,43
344,Reliance Industries,Business Analyst,2,8.10,4.9,14.4,43
345,Dell EMC,Business Analyst,2,6.60,3.8,10.1,43
346,GlobalLogic,Business Analyst,2,9.00,2.5,20,43
347,eClinicalWorks,Business Analyst,2,5.30,3.8,8.3,43
348,ThoughtWorks,Business Analyst,2,14.70,8.5,26,43
349,Landmark Group,Business Analyst,2,11.60,7.5,15,43
350,Merilytics,Business Analyst,0,7.00,5.5,8,42
351,Care Health Insurance,Business Analyst,0,5.90,3.3,8.4,42
352,Epsilon,Business Analyst,2,9.70,6,16.5,41
353,Gartner India Research and Advisory Services,Business Analyst,2,15.40,10,20,41
354,Globant,Business Analyst,3,13.30,9,20.9,41
355,Franklin Templeton Investments,Business Analyst,4,8.20,4.7,12.5,40
356,Atidiv,Business Analyst,1,3.00,2.2,4,40
357,Maersk,Business Analyst,4,8.90,5,16,40
358,Pboplus Consulting Services,Business Analyst,0,4.00,3,5.2,40
359,Reliance Retail,Business Analyst,1,7.00,3.5,13,40
360,Larsen & Toubro Limited,Business Analyst,0,8.50,3.8,14,40
361,TEKsystems,Business Analyst,3,12.00,7.1,18.5,40
362,Hindustan Unilever,Business Analyst,2,7.10,3.4,10.7,39
363,Tata Communications,Business Analyst,1,5.00,2.9,9.2,39
364,Ameriprise Financial,Business Analyst,1,5.90,3.9,9.3,39
365,Goldman Sachs,Business Analyst,0,14.90,6.5,30,39
366,Factspan Analytics,Business Analyst,1,8.10,6.5,10,39
367,MSC Technology India,Business Analyst,1,4.30,2.9,5.7,39
368,Simplify Healthcare,Business Analyst,1,5.80,4,9.5,39
369,CMS Computers Limited (INDIA),Business Analyst,1,4.00,2.6,6,39
370,Fluentgrid,Business Analyst,2,5.50,3.2,8.8,38
371,Bajaj Finserv,Business Analyst,1,9.00,3.8,13,38
372,Ericsson,Business Analyst,3,9.70,5.1,16,38
373,Sonata Software,Business Analyst,1,7.80,5,11.5,37
374,CitiusTech,Business Analyst,2,9.00,6.4,12.1,37
375,R1 RCM,Business Analyst,1,3.80,2.7,6.7,37
376,TCS,Data Analyst,1,4.70,2.4,8.9,1600
377,Cognizant,Data Analyst,1,5.50,2.9,8.3,1200
378,Accenture,Data Analyst,1,5.20,2.3,11,1100
379,Capgemini,Data Analyst,0,4.60,3,9,485
380,Wipro,Data Analyst,1,4.80,2.2,9,475
381,GlobalLogic,Data Analyst,1,2.50,2,3.5,415
382,Tech Mahindra,Data Analyst,1,4.60,2.2,7.5,397
383,Amazon,Data Analyst,1,5.20,2.5,15.3,380
384,Infosys,Data Analyst,1,5.70,3.4,12,323
385,HCL Technologies,Data Analyst,1,4.50,2.4,9.5,320
386,eClerx,Data Analyst,0,2.50,2,3.9,302
387,IBM,Data Analyst,2,7.60,4,15.5,297
388,Ernst & Young,Data Analyst,1,5.80,3.4,10.5,297
389,Flipkart,Data Analyst,1,5.90,3.2,12,241
390,Genpact,Data Analyst,1,4.70,2.5,9,228
391,Optum,Data Analyst,2,12.80,6,19,219
392,Concentrix Corporation,Data Analyst,1,3.90,2.4,6.3,209
393,Deloitte,Data Analyst,1,7.60,4.3,13,202
394,Zen3 Info Solutions,Data Analyst,1,3.10,2.2,4.2,188
395,Unilog Content Solutions ( P),Data Analyst,1,2.50,2,3.2,181
396,Cogencis Information Services,Data Analyst,1,1.70,1.2,2.6,175
397,UnitedHealth,Data Analyst,2,10.70,3.3,18,171
398,Qualsquad Infotech,Data Analyst,0,2.00,1.1,3,149
399,NTT DATA,Data Analyst,1,4.30,2.1,8,138
400,InnovAccer,Data Analyst,0,9.20,5,13,137
401,Teleperformance,Data Analyst,1,2.40,1.8,4.4,132
402,Mindtree,Data Analyst,1,5.60,4,9.6,132
403,Ericsson,Data Analyst,2,5.80,4,10,126
404,Apex CoVantage,Data Analyst,0,1.80,1.1,3,123
405,Tiger Analytics,Data Analyst,0,8.80,7.5,12,120
406,Cyient,Data Analyst,1,3.40,1.8,6.7,119
407,Urjanet Energy Solutions,Data Analyst,1,2.70,2,4.2,118
408,HSBC,Data Analyst,1,8.00,3.4,12.4,117
409,DXC Technology,Data Analyst,1,5.40,3.7,10.2,109
410,QUADRANT RESOURCE LLC,Data Analyst,1,3.00,1.5,4,109
411,PwC,Data Analyst,0,6.30,3.2,12,108
412,LatentView Analytics,Data Analyst,0,6.30,5,9,104
413,EXL Service,Data Analyst,1,5.00,2.2,9.1,102
414,KPMG,Data Analyst,1,6.70,3,12,100
415,WNS,Data Analyst,1,5.20,2,8.9,98
416,Myntra,Data Analyst,1,9.60,4.8,14,98
417,IQVIA,Data Analyst,1,7.30,4.1,12,96
418,Ugam Solution,Data Analyst,0,4.60,1.8,8,92
419,Bharti Airtel,Data Analyst,1,4.60,2.6,11,90
420,ICICI Bank,Data Analyst,1,4.90,2.5,10,82
421,Walmart,Data Analyst,1,13.90,3.8,30,81
422,JP Morgan Chase,Data Analyst,2,10.00,4.1,20,81
423,Kantar,Data Analyst,1,4.20,3,5.7,79
424,S&P Global,Data Analyst,1,4.40,3.1,8,79
425,Axtria,Data Analyst,0,8.80,6,13.5,77
